House_ID,Area_sqft,Age_of_House_Years,Distance_to_City_Center_km,Floor_Number,Price_Lakhs,Price_per_sqft,Total_Rooms,Floor_Ratio,Location_Rural,Location_Suburb,Furnishing_Status_Semi-Furnished,Furnishing_Status_Unfurnished,Has_Parking_Yes,House_Age_Category_Moderate,House_Age_Category_Old,House_Age_Category_Very Old
HSE1702,936.4,26.0,24.05,8,89.22,9527.979495941905,5.0,0.42105263157894735,False,False,True,False,False,False,True,False
HSE1472,400.0,30.0,9.244,1,47.35,11837.5,2.0,0.1111111111111111,False,True,False,True,False,False,True,False
HSE1598,1420.9,6.0,0.3,12,143.46,10096.4177633894,4.0,0.48,False,False,False,False,False,True,False,False
HSE1502,894.4,38.0,16.18,16,71.59,8004.248658318426,4.0,0.5517241379310345,False,False,False,False,False,False,False,True
HSE1433,1730.9,9.0,3.65,14,128.12,7401.929631983361,5.0,0.7368421052631579,False,False,True,False,True,True,False,False
HSE1119,1334.9,22.0,3.0220000000000002,12,93.89,7033.485654356131,2.0,0.9230769230769231,False,True,False,False,True,False,True,False
HSE1108,2092.7,34.0,5.42,8,144.1,6885.841257705358,9.0,0.8,False,False,True,False,True,False,False,True
HSE1647,1719.5,41.0,22.68,10,103.02,5991.276533876126,8.0,0.5555555555555556,False,True,False,True,True,False,False,True
HSE1589,1522.9,32.0,19.46,10,95.37,6262.394116488279,5.0,0.47619047619047616,False,False,False,True,False,False,False,True
HSE1374,400.0,16.0,1.17,1,83.18,20795.000000000004,4.0,0.06666666666666667,False,False,False,False,True,False,True,False
HSE1910,1717.0,35.0,6.6,17,119.81,6977.868375072801,7.0,0.5483870967741935,False,True,True,False,True,False,False,True
HSE1718,1656.5,1.0,5.15,0,135.97,8208.270449743435,2.0,0.0,False,False,False,True,False,False,False,False
HSE1744,1688.3,4.0,3.64,18,129.32,7659.776106142273,7.0,0.6923076923076923,False,False,True,False,False,False,False,False
HSE1494,1500.1,22.0,14.85,18,73.53,4901.673221785215,2.0,0.6206896551724138,False,True,True,False,True,False,True,False
HSE1404,538.9,41.0,13.908000000000005,4,90.7,16830.580812766748,7.0,0.6666666666666666,False,False,True,False,True,False,False,True
HSE1274,1009.3,19.0,9.266,3,59.24,5869.414445655405,6.0,0.25,False,True,True,False,True,False,True,False
HSE1078,1718.1,12.0,0.3,10,139.33,8109.539607706189,8.0,0.4166666666666667,False,True,False,False,True,True,False,False
HSE1721,1515.4,9.0,13.19,10,133.18,8788.438696053847,5.0,0.9090909090909091,False,True,False,False,False,True,False,False
HSE1644,1691.6,30.0,2.5,2,137.53,8130.172617640104,8.0,0.2222222222222222,False,False,False,False,True,False,True,False
HSE1614,1135.1,33.0,9.916,1,86.76,7643.379437934985,9.0,0.1,True,False,True,False,True,False,False,True
HSE1872,811.0,0.0,2.31,17,104.1,12836.00493218249,10.0,0.7391304347826086,False,True,True,False,True,False,False,False
HSE1691,796.1,10.0,20.69,6,99.84,12541.13804798392,10.0,0.3157894736842105,False,True,True,False,True,True,False,False
HSE1090,1464.2,22.0,4.3,5,106.78,7292.719573828712,5.0,0.3125,False,True,False,True,False,False,True,False
HSE1101,1341.1,22.0,6.776000000000001,10,84.55,6304.526135262098,8.0,0.9090909090909091,False,True,False,True,False,False,True,False
HSE1094,1415.8,14.0,4.75,15,98.18,6934.595281819466,5.0,0.5357142857142857,False,True,False,False,True,True,False,False
HSE1577,1823.2,11.0,5.01,13,105.92,5809.565598946906,2.0,0.9285714285714286,True,False,True,False,True,True,False,False
HSE1537,2153.6,26.0,5.7,4,154.75,7185.6426448737,7.0,0.4,False,False,True,False,True,False,True,False
HSE1041,1906.8,1.0,3.59,15,87.39,4583.071113908119,2.0,0.625,False,True,False,True,True,False,False,False
HSE1453,1596.0,8.0,5.356,10,118.57,7429.1979949874685,7.0,0.625,True,False,True,False,True,True,False,False
HSE1995,1245.9,10.0,0.45,16,107.07,8593.787623404767,4.0,0.5333333333333333,False,False,True,False,True,True,False,False
HSE1713,2036.6,24.0,0.3,15,117.69,5778.74889521752,5.0,0.8823529411764706,False,True,True,False,True,False,True,False
HSE1034,1579.4,23.0,12.67,12,82.87,5246.929213625427,9.0,0.631578947368421,False,True,False,False,False,False,True,False
HSE1639,1708.0,38.0,2.43,5,70.22,4111.241217798595,2.0,0.4166666666666667,False,True,False,True,True,False,False,True
HSE1035,1334.8,7.0,5.49,17,90.07,6747.827389871142,5.0,0.7391304347826086,True,False,True,False,True,True,False,False
HSE1148,1657.8,4.0,2.28,17,142.19,8577.02979852817,4.0,0.6071428571428571,False,False,False,True,True,False,False,False
HSE1455,1132.3,7.0,17.95,8,74.04,6538.903117548354,2.0,0.5333333333333333,False,True,False,True,False,True,False,False
HSE1885,1871.7,40.0,1.12,12,149.14,7968.157290164021,9.0,0.48,False,False,True,False,True,False,False,True
HSE1677,1953.4,22.0,9.27,8,106.21,5437.186444148663,2.0,0.6153846153846154,False,True,True,False,False,False,True,False
HSE1486,1488.5,43.0,3.45,18,86.23,5793.0802821632515,5.0,0.6428571428571429,False,False,True,False,True,False,False,True
HSE1685,1070.7,8.0,11.63,8,47.84,4468.104978051741,2.0,0.42105263157894735,False,True,False,True,True,True,False,False
HSE1307,1617.1,30.0,11.96,16,95.56,5909.343887205491,2.0,0.5517241379310345,False,False,False,True,False,False,True,False
HSE1238,656.2,14.0,15.51,11,51.69,7877.171594026211,3.0,0.4583333333333333,False,True,False,True,True,True,False,False
HSE1395,1486.8,3.0,3.07,14,140.86,9474.038202851763,8.0,0.8235294117647058,True,False,False,True,True,False,False,False
HSE1734,1852.5,9.0,31.61,11,77.72,4195.411605937922,10.0,0.55,False,True,False,False,True,True,False,False
HSE1822,2002.8,0.0,7.9079999999999995,16,182.17,9095.765927701219,8.0,0.8,False,False,True,False,True,False,False,False
HSE1812,1216.8,41.0,1.0,2,91.64,7531.229454306378,2.0,0.4,False,False,False,False,True,False,False,True
HSE1464,1381.0,19.0,3.7600000000000002,2,95.66,6926.864590876176,9.0,0.2,True,False,False,True,False,False,True,False
HSE1528,1500.2,38.0,8.89,18,93.84,6255.165977869618,2.0,0.72,False,False,False,True,True,False,False,True
HSE1017,1261.9,33.0,0.84,16,120.54,9552.262461367778,8.0,0.5517241379310345,False,True,True,False,True,False,False,True
HSE1709,1681.9,30.0,5.683999999999999,16,90.95,5407.574766632974,4.0,0.8421052631578947,False,True,True,False,False,False,True,False
HSE1370,1017.3,41.0,1.66,14,92.46,9088.76437629018,8.0,0.6666666666666666,False,False,False,True,True,False,False,True
HSE1241,1802.1,15.0,2.44,13,80.98,4493.6463015370955,2.0,0.6842105263157895,True,False,False,True,False,True,False,False
HSE1964,1538.7,34.0,39.51,12,75.51,4907.389354650029,6.0,0.48,False,False,True,False,False,False,False,True
HSE1457,1921.9,17.0,0.8,8,71.04,3696.342161402779,2.0,0.6666666666666666,False,True,True,False,True,False,True,False
HSE1065,1161.7,29.0,5.64,17,73.6,6335.542739089265,6.0,0.5862068965517241,False,True,False,True,False,False,True,False
HSE1191,2022.8,34.0,24.34,12,67.54,3338.9361281392135,6.0,0.48,True,False,True,False,True,False,False,True
HSE1838,669.2,22.0,5.31,2,33.47,5001.494321578003,5.0,0.2222222222222222,False,True,False,True,True,False,True,False
HSE1331,1233.4,19.0,9.7,11,87.19,7069.077347170422,9.0,0.6111111111111112,False,True,False,True,False,False,True,False
HSE1638,780.8,4.0,0.48,4,92.96,11905.737704918034,3.0,0.25,False,False,False,True,False,False,False,False
HSE1255,1728.9,22.0,3.564,18,43.05,2490.0225576956445,2.0,0.6428571428571429,False,True,True,False,True,False,True,False
HSE1742,1126.3,25.0,0.3,19,99.83,8863.535470123414,3.0,0.76,False,True,False,True,True,False,True,False
HSE1756,2705.8124999999995,1.0,1.67,13,134.48,4970.041346176056,8.0,0.5652173913043478,False,True,False,True,True,False,False,False
HSE1757,1899.4,22.0,13.08,15,82.04,4319.258713277877,4.0,0.5357142857142857,False,True,True,False,False,False,True,False
HSE1951,1224.5,19.0,6.63,9,72.16,5893.017558187015,6.0,0.6428571428571429,False,True,False,False,True,False,True,False
HSE1992,2592.0,43.0,8.63,8,134.79,5200.231481481482,3.0,0.6666666666666666,False,False,True,False,True,False,False,True
HSE1463,1412.8,22.0,12.77,1,74.97,5306.483578708947,5.0,0.07692307692307693,False,True,True,False,False,False,True,False
HSE1843,847.7,16.0,9.44,16,57.75,6812.551610239471,4.0,0.6153846153846154,True,False,True,False,True,False,True,False
HSE1573,1746.2,21.0,4.9,2,111.05,6359.523536822815,5.0,0.15384615384615385,False,True,False,True,True,False,True,False
HSE1527,1297.4,9.0,9.042,17,117.37,9046.554647757051,2.0,0.6071428571428571,False,False,True,False,True,True,False,False
HSE1654,2167.9,34.0,1.08,16,102.76,4740.071036486923,5.0,0.6956521739130435,False,True,False,False,True,False,False,True
HSE1189,1424.0,17.0,15.18,3,117.82,8273.876404494382,4.0,0.21428571428571427,False,False,False,True,False,False,True,False
HSE1517,1916.8,21.0,4.68,15,86.72,4524.207011686143,2.0,0.8333333333333334,True,False,False,True,True,False,True,False
HSE1956,892.0,17.0,9.322,19,57.62,6459.641255605381,4.0,0.8260869565217391,False,True,True,False,True,False,True,False
HSE1414,1411.2,16.0,1.88,11,82.28,5830.498866213152,2.0,0.6111111111111112,False,True,True,False,True,False,True,False
HSE1671,1418.4,26.0,1.7,10,69.79,4920.3327693175415,3.0,0.47619047619047616,True,False,False,True,True,False,True,False
HSE1559,1426.7,26.0,13.92,10,82.07,5752.435690754888,5.0,0.47619047619047616,False,True,False,True,True,False,True,False
HSE1593,2170.4,34.0,14.06,9,108.07,4979.266494655363,5.0,0.6923076923076923,False,False,False,False,True,False,False,True
HSE1258,1282.6,22.0,4.46,0,59.72,4656.167160455326,2.0,0.0,False,True,False,False,True,False,True,False
HSE1154,1802.7,44.0,8.565999999999999,7,79.1,4387.862650468741,2.0,0.875,True,False,True,False,True,False,False,True
HSE1335,1690.8,4.0,8.92,11,148.77,8798.793470546489,4.0,0.4583333333333333,False,False,True,False,True,False,False,False
HSE1013,1373.4,25.0,9.358,0,116.46,8479.685452162516,10.0,0.0,False,False,False,False,False,False,True,False
HSE1911,943.1,24.0,10.8,19,101.23,10733.750397624854,10.0,0.6551724137931034,False,False,False,True,True,False,True,False
HSE1156,1440.3,10.0,4.24,17,114.22,7930.292300215233,5.0,0.7727272727272727,False,True,False,False,True,True,False,False
HSE1428,1062.8,19.0,4.1,14,56.1,5278.509597290177,3.0,0.7777777777777778,False,True,True,False,True,False,True,False
HSE1824,1338.1,9.0,22.06,17,101.04,7551.005156565279,9.0,0.8095238095238095,False,True,True,False,False,True,False,False
HSE1267,1055.8,18.0,24.01,12,66.93,6339.268800909264,7.0,0.5,False,True,True,False,False,False,True,False
HSE1538,1647.0,22.0,3.592,6,103.98,6313.296903460838,5.0,0.4,False,True,False,False,True,False,True,False
HSE1236,1643.6,22.0,4.33,18,110.99,6752.859576539305,5.0,0.6923076923076923,False,True,False,True,True,False,True,False
HSE1944,1374.5,13.0,26.07,0,77.91,5668.24299745362,7.0,0.0,False,False,False,True,False,True,False,False
HSE1479,1061.9,24.0,29.43,19,74.98,7060.928524343158,9.0,0.59375,False,True,True,False,True,False,True,False
HSE1785,1522.4,36.0,4.36,11,87.13,5723.20021019443,4.0,0.5,True,False,False,True,False,False,False,True
HSE1950,1350.9,38.0,1.4,8,100.37,7429.861573765637,8.0,0.36363636363636365,False,True,False,False,False,False,False,True
HSE1059,796.6,23.0,0.3,9,88.54,11114.737634948531,6.0,0.75,False,False,True,False,False,False,True,False
HSE1868,1971.3,15.0,3.09,9,134.12,6803.632120935424,6.0,0.6,True,False,False,False,True,True,False,False
HSE1175,1863.6,3.0,13.33,13,129.23,6934.4279888388055,2.0,0.52,False,False,True,False,True,False,False,False
HSE1711,1018.0,38.0,1.12,3,64.89,6374.26326129666,4.0,0.3,False,True,False,False,True,False,False,True
HSE1449,1435.0,6.0,1.53,7,134.83,9395.818815331011,4.0,0.7777777777777778,False,False,True,False,True,True,False,False
HSE1120,1323.7,28.0,0.84,1,86.76,6554.35521643877,7.0,0.07692307692307693,True,False,False,True,True,False,True,False
HSE1794,1284.5,22.0,6.944,11,134.66,10483.456597898015,7.0,0.4782608695652174,False,False,False,False,True,False,True,False
HSE1180,1491.3,35.0,11.943999999999999,11,112.28,7529.001542278549,9.0,0.5238095238095238,False,False,False,True,True,False,False,True
HSE1311,713.2,18.0,10.84,17,103.93,14572.349971957374,9.0,0.8947368421052632,False,False,False,True,True,False,True,False
HSE1003,1665.3,17.0,13.7,1,70.3,4221.461598510779,4.0,0.5,False,True,False,True,True,False,True,False
HSE1194,1938.8,13.0,6.17,11,139.89,7215.287806890859,6.0,0.9166666666666666,False,False,False,False,True,True,False,False
HSE1437,1694.4,17.0,9.83,12,89.31,5270.892351274787,5.0,0.6666666666666666,True,False,False,True,True,False,True,False
HSE1683,1828.8,30.0,0.59,11,106.54,5825.678040244969,4.0,0.4583333333333333,False,True,False,True,True,False,True,False
HSE1799,1777.7,22.0,5.928,3,94.27,5302.919502728244,6.0,0.75,True,False,False,False,True,False,True,False
HSE1746,1792.7,15.0,6.040000000000001,8,132.5,7391.086071289117,7.0,0.5714285714285714,False,True,False,False,True,True,False,False
HSE1625,1583.1,26.0,22.6,0,74.88,4729.96020466174,4.0,0.0,False,True,True,False,True,False,True,False
HSE1692,2227.7,32.0,5.82,3,101.66,4563.451093055618,2.0,0.5,False,True,True,False,False,False,False,True
HSE1551,2006.4,30.0,10.92,4,107.75,5370.314992025518,4.0,0.8,True,False,True,False,False,False,True,False
HSE1248,2355.5,21.0,12.44,9,113.31,4810.443642538739,6.0,0.42857142857142855,True,False,False,True,True,False,True,False
HSE1659,1772.0,12.0,0.3,2,114.76,6476.297968397291,5.0,0.16666666666666666,False,True,True,False,True,True,False,False
HSE1997,2439.8,2.0,7.3260000000000005,12,181.49,7438.724485613574,4.0,0.7058823529411765,False,False,False,False,True,False,False,False
HSE1860,994.9,23.0,2.49,5,70.11,7046.939390893557,4.0,0.35714285714285715,False,True,False,True,True,False,True,False
HSE1776,1813.0,14.0,2.2,4,143.78,7930.5019305019305,9.0,0.23529411764705882,False,False,True,False,True,True,False,False
HSE1857,983.3,23.0,12.64,0,40.02,4069.968473507577,2.0,0.0,False,True,True,False,True,False,True,False
HSE1358,2279.6,33.0,9.242,0,143.97,6315.581680996666,8.0,0.0,False,True,False,False,True,False,False,True
HSE1769,1850.5,7.0,0.3,5,131.12,7085.652526344231,10.0,0.45454545454545453,True,False,True,False,True,True,False,False
HSE1073,1986.0,1.0,9.943999999999999,17,115.97,5839.375629405841,3.0,0.8095238095238095,True,False,False,False,True,False,False,False
HSE1117,1746.0,25.0,6.26,2,112.53,6445.017182130584,6.0,0.15384615384615385,False,False,False,True,True,False,True,False
HSE1938,1493.8,20.0,14.06,6,109.79,7349.712143526577,7.0,0.35294117647058826,False,False,True,False,False,False,True,False
HSE1535,1433.5,9.0,5.008,8,93.06,6491.803278688524,4.0,0.5333333333333333,False,True,False,False,True,True,False,False
HSE1111,1226.5,20.0,2.26,12,78.89,6432.123929881777,2.0,0.7058823529411765,False,False,False,False,True,False,True,False
HSE1509,1438.2,14.0,3.5460000000000003,14,87.32,6071.478236684745,5.0,0.7,False,True,False,True,True,True,False,False
HSE1512,1619.4,36.0,4.062,5,94.16,5814.499197233543,6.0,0.3125,True,False,False,True,True,False,False,True
HSE1916,1807.5,21.0,6.77,8,157.15,8694.32918395574,9.0,0.36363636363636365,False,True,False,True,True,False,True,False
HSE1552,964.8,43.0,13.748,16,73.69,7637.8524046434495,9.0,0.8421052631578947,False,True,False,True,False,False,False,True
HSE1354,793.1,44.0,8.12,18,58.82,7416.467028117513,7.0,0.9473684210526315,False,False,True,False,True,False,False,True
HSE1970,1665.4,42.0,0.3,4,62.53,3754.6535366878825,2.0,0.2222222222222222,False,True,False,False,True,False,False,True
HSE1008,1490.4,22.0,26.92,6,61.95,4156.602254428341,5.0,0.46153846153846156,False,True,False,False,True,False,True,False
HSE1581,1766.3,38.0,6.98,17,80.62,4564.343542999491,3.0,0.8095238095238095,True,False,True,False,True,False,False,True
HSE1056,1645.4,15.0,4.32,17,117.56,7144.767229852923,2.0,0.5862068965517241,False,False,False,True,False,True,False,False
HSE1576,1821.9,34.0,2.8739999999999997,1,144.19,7914.2653274054555,10.0,0.14285714285714285,False,False,False,False,True,False,False,True
HSE1705,1310.7,17.0,10.03,15,53.32,4068.055237659266,4.0,0.625,True,False,False,False,True,False,True,False
HSE1651,918.0,32.0,6.61,16,89.38,9736.383442265795,9.0,0.5517241379310345,False,True,True,False,True,False,False,True
HSE1084,1070.2,6.0,13.42,1,101.06,9443.094748645113,5.0,0.125,False,False,False,True,True,True,False,False
HSE1228,867.2,39.0,5.922000000000001,11,23.33,2690.2675276752766,9.0,0.4583333333333333,True,False,False,True,False,False,False,True
HSE1159,1445.8,3.0,16.92,7,78.63,5438.511550698576,2.0,0.5,False,True,False,False,True,False,False,False
HSE1205,1928.8,33.0,13.84,12,117.93,6114.164247200332,5.0,0.75,False,False,False,True,False,False,False,True
HSE1125,2184.6,38.0,1.44,5,140.49,6430.92556989838,8.0,0.35714285714285715,False,True,True,False,False,False,False,True
HSE1688,1547.7,3.0,4.39,13,90.54,5849.97092459779,2.0,0.7647058823529411,False,True,True,False,True,False,False,False
HSE1887,777.0,22.0,13.19,6,97.23,12513.513513513513,9.0,0.3,False,False,False,False,False,False,True,False
HSE1473,1582.7,22.0,12.42,14,95.31,6021.987742465407,10.0,0.6086956521739131,True,False,True,False,False,False,True,False
HSE1244,1356.4,29.0,10.18,14,114.13,8414.184606310822,6.0,0.9333333333333333,False,False,False,True,False,False,True,False
HSE1597,760.6,22.0,6.04,15,105.97,13932.421772285037,7.0,0.6818181818181818,False,False,False,False,True,False,True,False
HSE1797,1323.6,22.0,22.77,14,55.99,4230.129948624963,5.0,0.7368421052631579,False,True,False,False,True,False,True,False
HSE1195,1725.5,3.0,6.86,8,134.64,7802.9556650246295,6.0,0.6666666666666666,False,False,False,True,False,False,False,False
HSE1202,1730.0,15.0,6.69,18,144.19,8334.682080924855,5.0,0.72,False,False,False,False,True,True,False,False
HSE1081,1963.5,11.0,4.68,17,133.46,6797.046091163738,10.0,0.5483870967741935,False,True,False,False,False,True,False,False
HSE1443,1981.6,28.0,34.11,16,103.8,5238.191360516755,10.0,0.5333333333333333,False,True,True,False,True,False,True,False
HSE1578,1697.3,23.0,2.2,15,66.44,3914.4523655217113,3.0,0.6818181818181818,False,True,True,False,True,False,True,False
HSE1201,676.2,41.0,0.3,6,61.83,9143.74445430346,3.0,0.35294117647058826,False,False,False,False,True,False,False,True
HSE1186,1927.6,36.0,12.54,15,68.32,3544.3037974683543,5.0,0.5769230769230769,True,False,True,False,False,False,False,True
HSE1516,2140.2,21.0,12.22,0,93.89,4386.9731800766285,5.0,0.0,False,True,True,False,True,False,True,False
HSE1967,1116.9,41.0,6.53,3,61.53,5508.998119795863,4.0,0.5,False,False,True,False,False,False,False,True
HSE1216,1555.4,38.0,8.36,0,115.94,7454.031117397453,8.0,0.0,False,True,False,False,True,False,False,True
HSE1050,1209.3,18.0,12.73,11,108.18,8945.671049367404,6.0,0.5,True,False,False,True,False,False,True,False
HSE1783,1758.8,19.0,3.0060000000000002,3,113.72,6465.772117352741,2.0,0.3333333333333333,False,False,True,False,True,False,True,False
HSE1672,1207.8,25.0,7.65,19,137.57,11390.130816360324,9.0,0.7307692307692307,False,False,False,True,False,False,True,False
HSE1531,466.7,5.0,10.696,9,25.63,5491.750589243626,6.0,0.4090909090909091,True,False,True,False,True,False,False,False
HSE1314,1964.6,12.0,1.77,12,129.42,6587.600529369845,9.0,0.8,True,False,True,False,True,True,False,False
HSE1200,1205.7,27.0,9.190000000000001,12,107.63,8926.764535124823,9.0,0.46153846153846156,False,True,False,True,True,False,True,False
HSE1223,906.0,3.0,0.61,16,97.9,10805.739514348787,3.0,0.6956521739130435,False,True,False,True,True,False,False,False
HSE1587,839.6,12.0,3.3,3,91.17,10858.742258218199,6.0,0.75,False,False,True,False,False,True,False,False
HSE1983,1367.2,24.0,2.11,9,94.91,6941.925102399064,4.0,0.6923076923076923,False,False,True,False,True,False,True,False
HSE1699,2180.0,30.0,11.348000000000003,12,140.72,6455.045871559633,8.0,0.6666666666666666,False,True,True,False,True,False,True,False
HSE1826,1313.9,24.0,10.496,15,86.27,6565.948702336555,4.0,0.5769230769230769,False,False,False,False,True,False,True,False
HSE1233,844.1,33.0,6.33,16,64.9,7688.662480748727,8.0,0.5714285714285714,False,True,False,False,True,False,False,True
HSE1584,1545.8,40.0,5.6,6,93.3,6035.709664898434,7.0,0.8571428571428571,False,True,False,True,True,False,False,True
HSE1974,1689.0,41.0,5.866,10,64.75,3833.629366489047,2.0,0.625,False,True,False,False,False,False,False,True
HSE1430,1218.0,20.0,6.6240000000000006,4,81.93,6726.600985221676,2.0,0.5,False,False,True,False,False,False,True,False
HSE1874,1757.4,25.0,1.16,1,124.74,7097.985660635029,2.0,0.2,False,False,False,True,True,False,True,False
HSE1550,1108.7,34.0,2.23,10,89.25,8049.968431496347,7.0,0.45454545454545453,False,True,False,True,False,False,False,True
HSE1608,999.8,22.0,11.1,17,31.2,3120.6241248249653,3.0,0.7391304347826086,False,True,False,False,False,False,True,False
HSE1207,2091.7,22.0,9.888,1,166.22,7946.646268585362,9.0,0.2,False,True,True,False,True,False,True,False
HSE1382,2690.0,17.0,5.662,0,154.55,5745.353159851302,4.0,0.0,False,True,False,True,True,False,True,False
HSE1994,880.1,15.0,36.29,8,28.09,3191.6827633223497,2.0,0.42105263157894735,False,True,False,True,True,True,False,False
HSE1982,1312.2,13.0,8.798,0,91.44,6968.449931412894,5.0,0.0,False,False,True,False,True,True,False,False
HSE1047,1172.4,24.0,5.15,3,53.34,4549.6417604912995,2.0,0.2,False,True,False,False,False,False,True,False
HSE1521,1588.8,28.0,4.68,8,126.45,7958.836858006042,9.0,0.42105263157894735,False,True,False,True,False,False,True,False
HSE1636,1306.8,32.0,7.145999999999999,0,67.92,5197.42883379247,6.0,0.0,False,True,True,False,True,False,False,True
HSE1019,935.6,22.0,12.638,12,82.34,8800.769559640872,2.0,0.8,False,False,False,False,True,False,True,False
HSE1366,1424.3,1.0,5.034000000000001,11,112.09,7869.8307940742825,7.0,0.7857142857142857,True,False,False,True,True,False,False,False
HSE1340,1303.6,18.0,12.97,10,85.02,6521.939245167229,6.0,0.7142857142857143,False,True,False,False,True,False,True,False
HSE1952,1011.7,1.0,11.940000000000001,5,95.57,9446.476228130869,8.0,0.5555555555555556,False,False,True,False,True,False,False,False
HSE1675,1229.8,37.0,3.41,1,56.19,4569.035615547244,2.0,0.1,True,False,True,False,True,False,False,True
HSE1306,1629.9,4.0,4.34,19,122.28,7502.300754647524,4.0,0.6129032258064516,False,True,False,True,True,False,False,False
HSE1835,1084.1,21.0,10.34,10,75.1,6927.405220920579,4.0,0.9090909090909091,False,True,True,False,False,False,True,False
HSE1429,879.2,0.0,13.376,19,145.96,16601.455868971792,10.0,0.9047619047619048,False,False,False,True,True,False,False,False
HSE1823,2151.8,22.0,6.16,13,113.17,5259.317780462868,3.0,0.7647058823529411,False,True,False,True,True,False,True,False
HSE1304,2126.6,8.0,9.88,12,114.33,5376.187341295966,6.0,0.631578947368421,False,True,False,True,True,True,False,False
HSE1355,993.0,19.0,12.95,8,42.13,4242.69889224572,2.0,0.42105263157894735,False,True,False,True,True,False,True,False
HSE1177,2327.2,17.0,23.52,19,100.03,4298.29838432451,2.0,0.7037037037037037,False,True,False,False,True,False,True,False
HSE1945,1374.1,36.0,13.17,1,89.41,6506.804453824322,6.0,0.1,False,False,True,False,False,False,False,True
HSE1060,1897.4,33.0,16.54,15,105.16,5542.32107093918,8.0,0.9375,False,True,False,True,True,False,False,True
HSE1309,1864.9,37.0,1.522,3,141.23,7573.060217706042,8.0,0.3,False,False,False,True,True,False,False,True
HSE1892,1273.7,6.0,8.04,14,108.09,8486.299756614588,9.0,0.5833333333333334,True,False,False,True,False,True,False,False
HSE1301,1913.6,20.0,4.9,1,106.84,5583.19397993311,5.0,0.2,False,True,False,True,True,False,True,False
HSE1920,1146.3,36.0,4.92,9,58.78,5127.802494983861,7.0,0.8181818181818182,True,False,True,False,False,False,False,True
HSE1594,779.6,22.0,27.5,16,47.95,6150.590046177526,8.0,0.5333333333333333,True,False,False,True,True,False,True,False
HSE1761,1724.0,24.0,4.154000000000001,15,147.85,8575.986078886312,8.0,0.5172413793103449,False,False,False,True,True,False,True,False
HSE1107,2012.9,31.0,10.139999999999999,9,124.99,6209.449053604252,8.0,0.6923076923076923,False,True,False,True,False,False,False,True
HSE1747,823.6,0.0,11.177999999999999,18,79.36,9635.745507527927,7.0,0.75,False,True,False,False,True,False,False,False
HSE1988,1180.7,14.0,8.09,19,110.63,9369.865334123824,8.0,0.8260869565217391,False,False,True,False,False,True,False,False
